@RELATION sms

@ATTRIBUTE class {spam, ham}
@ATTRIBUTE length NUMERIC
@ATTRIBUTE spec_char NUMERIC
@ATTRIBUTE is_cap NUMERIC
@ATTRIBUTE digits NUMERIC
@ATTRIBUTE message STRING

@DATA
ham, 76, 6, 1, 0, "Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
spam, 149, 10, 24, 35, "URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50"
ham, 45, 3, 2, 0, "K, if u bored up just come to my home.."
ham, 86, 9, 2, 4, "When did i use soc... I use it only at home... u dunno how 2 type it in word ar..."
ham, 37, 2, 2, 0, "Unlimited texts. Limited minutes."
ham, 42, 3, 1, 0, "I'm going out to buy mum's present ar."
ham, 71, 8, 4, 0, "Haha... Really oh no... How? Then will they deduct your lesson tmr?"
ham, 30, 4, 2, 0, "Don no da:)whats you plan?"
ham, 56, 3, 2, 0, "I'm very happy for you babe ! Woo hoo party on dude!"
ham, 89, 3, 2, 3, "And is there a way you can send shade's stuff to her. And she has been wonderful too."
ham, 82, 2, 2, 0, "Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham, 26, 1, 1, 0, "You still at the game?"
ham, 60, 4, 2, 0, "Cheers for the card ... Is it that time of year already?"
ham, 232, 6, 8, 1, "Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face."
ham, 45, 2, 1, 0, "Carlos says he'll be at mu in  #  minutes"
ham, 448, 17, 14, 4, "A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied Boost is d secret of my energy n instantly d girl shouted our energy n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham, 65, 11, 2, 0, "I'm home, my love ... If your still awake ... *loving kiss*"
ham, 65, 2, 5, 0, "Tell your friends what you plan to do on Valentines day @ URL"
ham, 38, 1, 1, 0, "Ok lor u reaching then message me."
ham, 29, 1, 1, 0, "Booked ticket for pongal?"
ham, 46, 2, 2, 0, "Watching tv lor. Nice one then i like lor."
ham, 99, 2, 3, 0, "Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?"
spam, 161, 4, 16, 22, "Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18"
ham, 33, 1, 1, 0, "Oh yeah clearly it's my fault"
ham, 33, 3, 5, 0, "MMM ... Merry Christmas to me"
ham, 104, 2, 2, 3, "Call to the number which is available in appointment. And ask to connect the call to waheed fathima."
ham, 116, 5, 5, 0, "I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham, 112, 7, 2, 0, "haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons"
spam, 163, 6, 18, 18, "Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham, 154, 22, 13, 1, "Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...& Traditions.... Have an ideal Christmas..."
ham, 28, 0, 3, 0, "May i call You later Pls"
ham, 65, 2, 8, 0, "Oh. U must have taken your REAL Valentine out shopping first."
ham, 38, 3, 1, 2, "2marrow only. Wed at  #  to 2 aha."
ham, 914, 22, 12, 0, "For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later.."
ham, 159, 7, 5, 0, "Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night"
ham, 39, 1, 1, 0, "Well then you have a great weekend!"
spam, 137, 3, 2, 0, "Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
ham, 67, 5, 1, 0, "I'm working technical support :)voice process.networking field."
ham, 77, 2, 1, 0, "i am seeking a lady in the street and a freak in the sheets. Is that you?"
ham, 37, 2, 1, 0, "Wat time liao, where still got."
ham, 164, 7, 8, 0, "Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
ham, 71, 5, 2, 3, "Have you emigrated or something? Ok maybe 5.30 was a bit hopeful..."
ham, 109, 6, 3, 0, "I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham, 36, 1, 1, 0, "My friends use to call the same."
ham, 61, 6, 1, 0, "K:)k:)what are detail you want to transfer?acc no enough?"
ham, 125, 7, 2, 1, "The  # g that i saw a few days ago, the guy wants sell wifi only for  #  and with 3g for  # . That's why i blanked him."
ham, 36, 2, 1, 0, "I think it's all still in my car"
ham, 87, 3, 4, 0, "Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!"
spam, 149, 3, 43, 4, "sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP"
ham, 164, 1, 5, 1, "In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8"
ham, 26, 0, 1, 0, "Yo im right by yo work"
ham, 76, 1, 2, 0, "In fact when do you leave? I think addie goes back to school tues or wed"
ham, 147, 4, 2, 0, "Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging "
spam, 162, 8, 17, 8, "Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence"
spam, 165, 9, 13, 18, "Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly"
ham, 46, 1, 1, 0, "I.ll get there tomorrow and send it to you"
ham, 61, 5, 1, 5, ", ow u dey.i paid 60,400thousad.i told  u would call . "
ham, 26, 1, 2, 2, "K I'll take care of it"
ham, 37, 3, 2, 0, "Watching tv now. I got new job :)"
ham, 140, 6, 12, 3, "SYMPTOMS when U are in love: 1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
ham, 47, 1, 2, 0, "Dude got a haircut. Now its breezy up there"
ham, 27, 0, 1, 0, "And maybe some pressies"
ham, 73, 2, 2, 1, "Haha good to hear, I'm officially paid and on the market for an 8th"
ham, 38, 1, 1, 0, "Yeah, probably earlier than that"
ham, 35, 1, 2, 0, "Im done. Just studyn in library"
ham, 98, 2, 1, 0, "Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham, 36, 1, 1, 0, "I'll probably be around mu a lot"
ham, 68, 2, 1, 1, "is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? "
ham, 18, 3, 1, 0, "Wait  #  min.."
ham, 28, 1, 1, 0, "Sweet heart how are you?"
ham, 80, 2, 2, 0, "In the end she might still vomit but its okay. Not everything will come out."
ham, 38, 3, 1, 0, "That's very rude, you on campus?"
ham, 38, 0, 1, 0, "So do you have samus shoulders yet"
ham, 35, 1, 1, 1, "Ok i msg u b4 i leave my house."
spam, 159, 4, 5, 14, "What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!"
ham, 41, 1, 1, 1, "I dont have that much image in class."
ham, 115, 8, 1, 0, "My friend just got here and says he's upping his order by a few grams (he's got $ # ), when can you get here?"
spam, 167, 8, 16, 23, "Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow"
ham, 138, 20, 3, 1, "Hi ....My engagement has been fixd on  # th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(."
spam, 160, 12, 24, 12, "You can stop further club tones by replying STOP MIX See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
spam, 156, 6, 31, 24, "URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM"
ham, 76, 4, 4, 2, "Yup i shd haf ard 10 pages if i add figures... u all got how many pages?"
ham, 15, 3, 1, 0, "Ok thanx..."
ham, 38, 2, 1, 0, "Aight, tomorrow around  #  it is"
ham, 31, 1, 1, 3, "Is toshiba portege m100 gd?"
spam, 158, 9, 18, 11, "Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p"
ham, 77, 2, 2, 0, "Thats cool! I am a gentleman and will treat you with dignity and respect."
ham, 30, 4, 2, 0, "Sat right? Okay thanks... "
ham, 20, 6, 2, 0, "Okie... Thanx..."
ham, 48, 1, 1, 0, "Wife.how she knew the time of murder exactly"
spam, 204, 12, 8, 16, "Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
ham, 134, 3, 17, 1, "God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham, 96, 1, 2, 0, "Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem"
ham, 13, 0, 1, 0, "Yes fine "
ham, 135, 11, 24, 0, "Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to DRINK. . . But don't DRIVE "
ham, 123, 7, 4, 0, "Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life."
ham, 58, 2, 2, 0, "Thankyou so much for the call. I appreciate your care."
ham, 33, 4, 2, 0, "K.k..how is your sister kids?"
ham, 28, 2, 2, 0, "Sorry, I'll call later"
ham, 212, 12, 49, 0, "Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT & HAVE A NICE SLEEP..SWEET DREAMS.."
ham, 27, 1, 4, 0, "Happy new years melody!"
ham, 42, 0, 1, 0, "Dear good morning how you feeling dear"
ham, 93, 2, 3, 0, "All boys made fun of me today. Ok i have no problem. I just sent one message just for fun"
ham, 44, 3, 1, 0, "Its ok., i just askd did u knw tht no?"
ham, 91, 1, 66, 0, "U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM"
spam, 161, 12, 29, 31, "URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
ham, 60, 1, 3, 0, "Well, I meant as opposed to my drunken night of before"
ham, 69, 1, 2, 2, "Dont think so. It turns off like randomlly within 5min of opening"
spam, 156, 2, 10, 14, "You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
ham, 288, 11, 4, 1, "Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  #  to my account and  # dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham, 83, 1, 2, 0, "Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive"
ham, 51, 2, 8, 0, "Come aftr  DECIMAL ..now i m cleaning the house"
ham, 114, 7, 2, 0, "Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
spam, 152, 6, 5, 22, "You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm"
ham, 37, 2, 1, 0, "I wonder if you'll get this text?"
ham, 55, 1, 1, 0, "i see. When we finish we have loads of loans to pay"
ham, 37, 2, 1, 0, "Sorry pa, i dont knw who ru pa?"
ham, 23, 3, 1, 0, "Neva mind it's ok.."
ham, 41, 2, 2, 0, "I hope you know I'm still mad at you."
ham, 594, 59, 53, 2, "Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
spam, 168, 14, 24, 21, "Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham, 37, 1, 1, 0, "Can u get pic msgs to your phone?"
spam, 166, 11, 30, 27, "YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham, 68, 2, 2, 0, "Maybe westshore or hyde park village, the place near my house?"
ham, 48, 0, 2, 0, "Remind me how to get there and I shall do so"
ham, 82, 3, 3, 0, "My sister in law, hope you are having a great month. Just saying hey. Abiola"
ham, 137, 9, 4, 0, "Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
spam, 166, 15, 24, 16, "SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham, 26, 0, 1, 0, "Are you this much buzy"
ham, 160, 16, 37, 1, "Honeybee Said: *I'm d Sweetest in d World* God Laughed & Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham, 41, 0, 1, 0, "So that means you still think of teju"
ham, 99, 4, 3, 0, "I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?"
ham, 50, 1, 1, 0, "Already am squatting is the new way of walking"
ham, 85, 6, 2, 3, "1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham, 36, 1, 1, 0, "I think u have the wrong number."
ham, 40, 3, 1, 0, "Lets use it next week, princess :)"
ham, 28, 2, 2, 0, "Sorry, I'll call later"
ham, 33, 0, 1, 0, "He remains a bro amongst bros"
ham, 43, 4, 1, 0, "No..few hours before.went to hair cut ."
ham, 144, 4, 2, 0, "somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite & sweet dreams"
ham, 34, 0, 1, 0, "I am not having her number sir"
ham, 53, 2, 1, 0, "Yo my trip got postponed, you still stocked up?"
ham, 291, 9, 7, 0, "For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and con me. It makes me want to listen to you less."
ham, 65, 3, 1, 0, "I didnt get ur full msg..sometext is missing, send it again"
ham, 160, 3, 115, 1, "HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN "
ham, 91, 7, 3, 0, "Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon.."
ham, 120, 4, 7, 0, "Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)"
ham, 51, 0, 1, 0, "Id onluy matters when getting on from offcampus"
ham, 26, 0, 1, 0, "I liked your new house"
ham, 131, 5, 97, 2, "ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."
ham, 37, 2, 3, 0, "Fair enough, anything going on?"
ham, 39, 0, 31, 0, "ALSO TELL HIM I SAID HAPPY BIRTHDAY"
ham, 27, 2, 3, 0, "Ill be there on  #  ok."
